"id","univ_name","indicator","indicator_label","code_final","text_source_used","evidence_keyword","evidence_excerpt"
7,"University College London","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",1,"policy_markdown","staff","This includes the use of GenAI tools that exceeds that permitted in the assessment brief. If teaching staff suspect that you are trying to pass off GenAI output as your own work then the regulations in the Academic Manual (9.2.5 a), 9.2.5 e) iii, and 9.2.6 c) may  apply. You may be invited to an investigatory viva to probe the authorship of your work."
7,"University College London","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
7,"University College London","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
7,"University College London","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
8,"University of Washington Seattle","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
8,"University of Washington Seattle","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
8,"University of Washington Seattle","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
8,"University of Washington Seattle","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
8,"University of Washington Seattle","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
8,"University of Washington Seattle","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
9,"Yale University","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
9,"Yale University","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
9,"Yale University","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
9,"Yale University","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
9,"Yale University","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
9,"Yale University","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
10,"Columbia University","detector_mention_any","Detector mention at all",1,"policy_markdown","AI detection tool","- Important note about AI detection tools:"
10,"Columbia University","detector_not_sole_evidence","Detector explicitly not sole evidence",1,"policy_markdown","not a grading metric","As with other plagiarism detection tools, AI detection should be treated as a guideline and not a grading metric."
10,"Columbia University","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
10,"Columbia University","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
10,"Columbia University","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
10,"Columbia University","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
11,"Imperial College London","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
11,"Imperial College London","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
11,"Imperial College London","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
11,"Imperial College London","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
11,"Imperial College London","required_disclosure_template","Required disclosure template OR standardized statement language",1,"policy_markdown","statement of acknowledgment","### Acknowledging and referencing use of generative AI tool s #### Acknowledging A statement of acknowledgment shows the reader which AI tool you used and for what specific purpose."
11,"Imperial College London","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
12,"University of California Los Angeles","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
12,"University of California Los Angeles","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
12,"University of California Los Angeles","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
12,"University of California Los Angeles","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
12,"University of California Los Angeles","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
12,"University of California Los Angeles","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
13,"Johns Hopkins University","detector_mention_any","Detector mention at all",1,"policy_markdown","AI Detection Tool","### AI Detection Tools Advancements in generative AI technologies are outpacing development of tools designed to detect their usage."
13,"Johns Hopkins University","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
13,"Johns Hopkins University","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
13,"Johns Hopkins University","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
13,"Johns Hopkins University","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
13,"Johns Hopkins University","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
14,"University of Pennsylvania","detector_mention_any","Detector mention at all",1,"policy_markdown","AI detection software","- Disclose to students when course materials have been created with the use of AI and when AI detection software will be used in the course."
14,"University of Pennsylvania","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
14,"University of Pennsylvania","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
14,"University of Pennsylvania","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
14,"University of Pennsylvania","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
14,"University of Pennsylvania","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
15,"Cornell University","detector_mention_any","Detector mention at all",1,"policy_markdown","AI Detectors","For a more in-depth look at the reliability of detection technologies, we recommend the article "" How Reliable are AI Detectors?"
15,"Cornell University","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
15,"Cornell University","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
15,"Cornell University","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
15,"Cornell University","required_disclosure_template","Required disclosure template OR standardized statement language",1,"policy_markdown","sample statement","For sample statements at the assignment-level, see AI in Assignment Design ."
15,"Cornell University","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
16,"Princeton University","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
16,"Princeton University","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
16,"Princeton University","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
16,"Princeton University","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
16,"Princeton University","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
16,"Princeton University","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
17,"University of California San Francisco","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
17,"University of California San Francisco","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
17,"University of California San Francisco","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
17,"University of California San Francisco","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
17,"University of California San Francisco","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
17,"University of California San Francisco","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
18,"University of Toronto","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
18,"University of Toronto","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
18,"University of Toronto","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
18,"University of Toronto","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
18,"University of Toronto","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
18,"University of Toronto","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
19,"National University of Singapore","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
19,"National University of Singapore","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
19,"National University of Singapore","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
19,"National University of Singapore","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
19,"National University of Singapore","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
19,"National University of Singapore","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
20,"University of California San Diego","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
20,"University of California San Diego","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
20,"University of California San Diego","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
20,"University of California San Diego","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
20,"University of California San Diego","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
20,"University of California San Diego","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
21,"University of Michigan","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
21,"University of Michigan","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
21,"University of Michigan","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
21,"University of Michigan","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
21,"University of Michigan","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
21,"University of Michigan","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
22,"California Institute of Technology","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
22,"California Institute of Technology","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
22,"California Institute of Technology","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
22,"California Institute of Technology","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
22,"California Institute of Technology","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
22,"California Institute of Technology","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
23,"Northwestern University","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
23,"Northwestern University","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
23,"Northwestern University","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
23,"Northwestern University","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
23,"Northwestern University","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
23,"Northwestern University","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
24,"University of Chicago","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
24,"University of Chicago","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
24,"University of Chicago","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
24,"University of Chicago","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
24,"University of Chicago","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
24,"University of Chicago","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
25,"Duke University","detector_mention_any","Detector mention at all",1,"policy_markdown","AI detection software","## About AI detection software We don’t recommend AI detection software as a part of your AI policy for three main reasons."
25,"Duke University","detector_not_sole_evidence","Detector explicitly not sole evidence",1,"policy_markdown","never be the sole evidence","Detection results should never be the sole evidence of academic dishonesty."
25,"Duke University","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
25,"Duke University","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
25,"Duke University","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
25,"Duke University","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
26,"Nanyang Technological University","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
26,"Nanyang Technological University","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
26,"Nanyang Technological University","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
26,"Nanyang Technological University","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
26,"Nanyang Technological University","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
26,"Nanyang Technological University","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
27,"University of Sydney","detector_mention_any","Detector mention at all",1,"policy_markdown","Turnitin has a tool for detecting use of artificial intelligence","### Detecting generative AI use Turnitin has a tool for detecting use of artificial intelligence in student work."
27,"University of Sydney","detector_not_sole_evidence","Detector explicitly not sole evidence",1,"policy_markdown","not be the only evidence","It’s important to note that the AI detector score would not be the only evidence relied upon for an academic integrity case, but will be considered alongside other relevant evidence."
27,"University of Sydney","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
27,"University of Sydney","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
27,"University of Sydney","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
27,"University of Sydney","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
28,"University of Melbourne","detector_mention_any","Detector mention at all",1,"policy_markdown","AI writing detection","For use once students have submitted work, an AI writing detection tool has been integrated into Turnitin, and is being further refined through its use at the University."
28,"University of Melbourne","detector_not_sole_evidence","Detector explicitly not sole evidence",1,"policy_markdown","not proof that academic misconduct","As with the Turnitin similarity report, a high percentage of text flagged as likely to have been AI-written is not proof that academic misconduct has taken place but may be a sign that further investigation is warranted."
28,"University of Melbourne","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
28,"University of Melbourne","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
28,"University of Melbourne","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
28,"University of Melbourne","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
29,"Washington University (WUSTL)","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
29,"Washington University (WUSTL)","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
29,"Washington University (WUSTL)","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
29,"Washington University (WUSTL)","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
29,"Washington University (WUSTL)","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
29,"Washington University (WUSTL)","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
30,"New York University","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
30,"New York University","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
30,"New York University","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
30,"New York University","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
30,"New York University","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
30,"New York University","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
31,"University of Amsterdam","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
31,"University of Amsterdam","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
31,"University of Amsterdam","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
31,"University of Amsterdam","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
31,"University of Amsterdam","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
31,"University of Amsterdam","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
32,"University of New South Wales Sydney","detector_mention_any","Detector mention at all",1,"policy_markdown","Turnitin's AI detection","- How does Turnitin's AI detection tool work?"
32,"University of New South Wales Sydney","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
32,"University of New South Wales Sydney","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",1,"policy_markdown","Convenor","- My work has been flagged for unreferenced GenAI components. What should I do? If your Convenor has concerns that your submission contains passages of AI-generated text or media, you may be asked to have a conversation about your work."
32,"University of New South Wales Sydney","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
32,"University of New South Wales Sydney","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
32,"University of New South Wales Sydney","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",1,"policy_markdown","not appropriately attributed | academic misconduct","Nondisclosure evidence: Keep copies of your drafts as your convenor may also request them as part of the submission If outputs of generative AI tools, software or services form part of your submission and are not appropriately attributed, your Convenor may ask you to explain your work. Sanction hook evidence: Using functions that generate or paraphrase passages of text or other media, whether based on your own work or not, can be grounds for academic misconduct."
33,"ETH Zurich","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
33,"ETH Zurich","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
33,"ETH Zurich","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
33,"ETH Zurich","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
33,"ETH Zurich","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
33,"ETH Zurich","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
34,"King's College London","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
34,"King's College London","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
34,"King's College London","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
34,"King's College London","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
34,"King's College London","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
34,"King's College London","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",1,"policy_markdown","without attribution","Inappropriate use without attribution is considered academic misconduct."
35,"Chinese University of Hong Kong","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
35,"Chinese University of Hong Kong","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
35,"Chinese University of Hong Kong","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
35,"Chinese University of Hong Kong","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
35,"Chinese University of Hong Kong","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
35,"Chinese University of Hong Kong","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
36,"Monash University","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
36,"Monash University","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
36,"Monash University","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
36,"Monash University","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
36,"Monash University","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
36,"Monash University","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
37,"University of Edinburgh","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
37,"University of Edinburgh","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
37,"University of Edinburgh","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
37,"University of Edinburgh","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
37,"University of Edinburgh","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
37,"University of Edinburgh","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
38,"Icahn School of Medicine at Mount Sinai","detector_mention_any","Detector mention at all",1,"policy_markdown","AI detection tool","Do not enter st udent assignments into public AI detection tools."
38,"Icahn School of Medicine at Mount Sinai","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
38,"Icahn School of Medicine at Mount Sinai","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
38,"Icahn School of Medicine at Mount Sinai","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
38,"Icahn School of Medicine at Mount Sinai","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
38,"Icahn School of Medicine at Mount Sinai","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
39,"University of British Columbia","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
39,"University of British Columbia","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
39,"University of British Columbia","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
39,"University of British Columbia","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
39,"University of British Columbia","required_disclosure_template","Required disclosure template OR standardized statement language",0,"policy_markdown","",""
39,"University of British Columbia","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
40,"University of Copenhagen","detector_mention_any","Detector mention at all",0,"policy_markdown","",""
40,"University of Copenhagen","detector_not_sole_evidence","Detector explicitly not sole evidence",0,"policy_markdown","",""
40,"University of Copenhagen","faculty_procedure_suspected_ai_misuse","Faculty procedures for suspected AI misuse",0,"policy_markdown","",""
40,"University of Copenhagen","required_detector_screening","Required detector screening anywhere",0,"policy_markdown","",""
40,"University of Copenhagen","required_disclosure_template","Required disclosure template OR standardized statement language",1,"policy_markdown","declaration template","### Page 1 K Ø B E N H A V N S U N I V E R S I T E T 1 Declaration of using generative AI tools (for students) Guidelines Use of generative AI in exams According to the University’s rules for using tools based on generative AI (GAI), you must be transparent about your use of the technology, for example in your methodology section and/or by filling in and submitting the declaration template below as an app endix to your exam papers."
40,"University of Copenhagen","sanctions_for_nondisclosure","Sanctions for nondisclosure (incl. attribution failure)",0,"policy_markdown","",""
